ticker,ex_date,entry_price,exit_price,div_amount,shares,franking,gu_yield,entry_rsi,price_pnl,div_income,franking_credit,total_gu_pnl,ret_price,ret_gu,stopped_out,held_days
EBO.AX,2024-02-29,34.279998779296875,34.540000915527344,0.4683,14,1.0,0.01951575332038918,52.23934268990826,3.1400299072265625,6.5562,2.8098,12.506029907226562,0.006542819676284232,0.02605857299667341,False,15
EBO.AX,2024-08-29,34.2599983215332,32.70000076293945,0.504276,14,1.0,0.02102727148300825,65.3098669708308,-22.3399658203125,7.059863999999999,3.0256559999999997,-12.254445820312501,-0.046576530136754085,-0.025549258653745837,False,15
EBO.AX,2025-02-27,37.599998474121094,35.3346993031665,0.458905,13,1.0,0.01743560101152094,69.42220352004752,-29.94888922240969,0.0,0.0,-29.94888922240969,-0.06127023411986936,-0.06127023411986936,True,15
EBO.AX,2025-09-04,35.38999938964844,32.59012236306531,0.4919,14,1.0,0.019856295502503722,37.44502861742491,-39.698278372163756,0.0,0.0,-39.698278372163756,-0.08012408480365277,-0.08012408480365277,True,15
DOW.AX,2023-08-23,4.21999979019165,4.269999980926514,0.08,118,1.0,0.027081924162968746,46.20324103011916,5.400022506713867,9.44,4.045714285714285,18.88573679242815,0.010844290254619124,0.03792621441758787,False,15
DOW.AX,2024-03-13,4.960000038146973,4.880000114440918,0.06,100,1.0,0.017281105857875775,61.10411713302917,-8.499992370605469,6.0,2.571428571428571,0.07143620082310242,-0.01713708126054978,0.0001440245973259923,False,15
DOW.AX,2024-09-13,5.53000020980835,5.5,0.11,90,1.0,0.028416428784964396,67.72418134142308,-3.200018882751465,9.9,4.242857142857144,10.94283826010568,-0.006429613745916549,0.02198681503904785,False,15
DOW.AX,2025-02-26,5.369999885559082,5.360000133514404,0.108,93,1.0,0.028731046103113892,44.01751577618751,-1.4299769401550293,10.044,4.304571428571428,12.9185944884164,-0.0028633326738140893,0.025867713429299798,False,15
IAG.AX,2023-08-29,5.840000152587891,5.789999961853027,0.09,85,1.0,0.02201565500207298,47.458902098049776,-4.750016212463379,7.6499999999999995,3.2785714285714285,6.178555216108049,-0.009568928461633073,0.012446726540439908,False,15
IAG.AX,2024-08-29,7.440000057220459,7.869999885559082,0.17,67,1.0,0.032642088842654245,66.63510003810026,28.309988498687744,11.39,4.881428571428572,44.581417070116316,0.05679262614539768,0.08943471498805192,False,15
IAG.AX,2025-02-18,8.850000381469727,8.272060674353844,0.12,56,1.0,0.01937045921348335,54.86851690531429,-32.864623598489445,0.0,0.0,-32.864623598489445,-0.06631279697718981,-0.06631279697718981,True,15
IAG.AX,2025-08-21,8.5,8.779999732971191,0.19,58,1.0,0.0319327731092437,46.92565547276354,15.739984512329102,11.02,4.722857142857142,31.482841655186242,0.03192694627247282,0.06385971938171651,False,15
NHC.AX,2023-10-23,6.25,5.637157784167293,0.3,80,1.0,0.06857142857142857,55.56873020841534,-49.527377266616554,0.0,0.0,-49.527377266616554,-0.0990547545332331,-0.0990547545332331,True,15
NHC.AX,2024-04-15,4.679999828338623,4.519999980926514,0.17,106,1.0,0.051892553795959424,51.7548865400841,-17.459983825683594,18.02,7.722857142857143,8.28287331717355,-0.035195904826060324,0.016696648969899096,False,15
NHC.AX,2024-10-03,4.800000190734863,5.159999847412109,0.22,104,1.0,0.06547618787440053,62.83877822464248,36.939964294433594,22.88,9.805714285714286,69.62567858014788,0.07399832296989453,0.13947451084429507,False,15
NHC.AX,2025-03-24,3.7300000190734863,3.609999895095825,0.19,134,1.0,0.07276905363019086,26.134646649070362,-16.580016613006592,25.46,10.911428571428573,19.791411958421982,-0.033171974967436464,0.039597078662754394,False,15
NHC.AX,2025-09-22,4.340000152587891,3.981666001557382,0.15,115,1.0,0.04937458680915904,46.03504862659532,-41.7084273685085,0.0,0.0,-41.7084273685085,-0.08356727289541736,-0.08356727289541736,True,15
TNE.AX,2023-11-30,16.06999969482422,14.886198714128664,0.149,31,1.0,0.013245622084591532,60.14179985801625,-37.1978304015622,0.0,0.0,-37.1978304015622,-0.07466895057503264,-0.07466895057503264,True,15
TNE.AX,2025-11-27,29.260000228881836,28.399999618530273,0.3,17,1.0,0.014647007013636184,19.51683299481668,-15.120010375976562,5.1,2.1857142857142855,-7.834296090262278,-0.030396868356122823,-0.015749861342486644,False,15
IFL.AX,2023-09-07,2.5199999809265137,2.369999885559082,0.093,198,1.0,0.05272108883441184,30.927819538448063,-30.200018882751465,18.414,7.891714285714287,-3.894304597037176,-0.060525932161557425,-0.007804843327145582,False,15
IFL.AX,2024-03-08,2.4000000953674316,2.450000047683716,0.093,208,1.0,0.05535714065744773,56.15315421797214,9.89999008178711,19.344,8.290285714285716,37.534275796072826,0.019831710112974486,0.07518885077042221,False,15
AIA.AX,2024-09-18,6.900000095367432,6.800000190734863,0.059573,72,1.0,0.012333954280873648,50.09331930885643,-7.699993133544922,4.289256,1.8382525714285716,-1.5724845621163503,-0.015499180811434164,-0.0031652265305605162,False,15
